layer_idx,sublayer,module,seed_a,seed_b,d_grassmannian,d_chordal,mean_angle_deg,max_angle_deg,min_angle_deg,theta_00_deg,theta_01_deg,theta_02_deg,theta_03_deg,theta_04_deg,theta_05_deg,theta_06_deg,theta_07_deg,theta_08_deg,theta_09_deg,theta_10_deg,theta_11_deg,theta_12_deg,theta_13_deg,theta_14_deg,theta_15_deg
0,mlp,down_proj,0,1,5.302423000335693,3.8044631481170654,75.15147399902344,88.90062713623047,51.36677551269531,51.36677551269531,58.09295654296875,60.971092224121094,68.08851623535156,70.0391616821289,71.58767700195312,71.94641876220703,75.92387390136719,77.29930114746094,80.28913116455078,83.61029815673828,84.37242126464844,85.376708984375,86.34711456298828,88.21150207519531,88.90062713623047
0,mlp,down_proj,0,2,5.266892433166504,3.788137674331665,74.56214904785156,89.9740982055664,51.619285583496094,51.619285583496094,56.68990707397461,58.86723709106445,66.30836486816406,67.90105438232422,68.70938873291016,74.04893493652344,75.16184997558594,77.07733917236328,81.04325103759766,81.62870025634766,83.2210464477539,85.30574798583984,86.87139892578125,88.5666732788086,89.9740982055664
0,mlp,down_proj,0,3,5.316691875457764,3.802863121032715,75.31028747558594,88.86360168457031,54.26264953613281,54.26264953613281,57.27567672729492,58.634986877441406,65.76930236816406,65.91321563720703,70.95526123046875,75.84418487548828,77.0762939453125,80.64222717285156,81.52320861816406,83.53201293945312,84.18636322021484,84.8759994506836,87.2129898071289,88.39656829833984,88.86360168457031
0,mlp,down_proj,0,4,5.369230270385742,3.823499917984009,76.14677429199219,89.48767852783203,51.18495178222656,51.18495178222656,59.66127395629883,63.74565887451172,68.52498626708984,69.38594818115234,72.69530487060547,75.58082580566406,78.61022186279297,79.85008239746094,81.08914184570312,82.46196746826172,84.74734497070312,85.58934020996094,87.19528198242188,88.53838348388672,89.48767852783203
0,mlp,down_proj,1,2,5.311237335205078,3.8091416358947754,75.30339813232422,89.48775482177734,53.46064376831055,53.46064376831055,54.78416061401367,62.7337760925293,67.48209381103516,69.04647827148438,72.48987579345703,75.79337310791016,77.83283996582031,78.45612335205078,79.96825408935547,81.02495574951172,82.39347076416016,85.48568725585938,86.25223541259766,88.16261291503906,89.48775482177734
0,mlp,down_proj,1,3,5.325561046600342,3.8103644847869873,75.49137115478516,89.54059600830078,52.309226989746094,52.309226989746094,57.48666763305664,62.827213287353516,65.9190444946289,70.36023712158203,71.91474914550781,73.8909912109375,75.72267150878906,79.5480728149414,80.7741470336914,82.35470581054688,83.9023666381836,86.08271789550781,86.7656021118164,88.46292114257812,89.54059600830078
0,mlp,down_proj,1,4,5.3617119789123535,3.817218542098999,75.98747253417969,89.39456939697266,51.9055061340332,51.9055061340332,55.991092681884766,63.94139862060547,67.31299591064453,67.85627746582031,74.5334701538086,77.0634994506836,79.0508041381836,79.90943908691406,80.56376647949219,82.88936614990234,83.33141326904297,85.76467895507812,87.58378601074219,88.70747375488281,89.39456939697266
0,mlp,down_proj,2,3,5.278920650482178,3.7866334915161133,74.66259002685547,89.2086410522461,47.78288269042969,47.78288269042969,54.8045539855957,60.90373992919922,66.01455688476562,67.78559875488281,71.8966064453125,73.58036804199219,76.70848083496094,79.51544952392578,80.34757232666016,81.50543975830078,84.55810546875,85.0392074584961,86.98531341552734,87.96492004394531,89.2086410522461
0,mlp,down_proj,2,4,5.3351240158081055,3.8087902069091797,75.56852722167969,89.21949768066406,51.290931701660156,51.290931701660156,53.03169631958008,63.04855728149414,66.99424743652344,71.15492248535156,74.48410034179688,75.99168395996094,77.6346435546875,78.92378997802734,80.34736633300781,83.06437683105469,84.25418090820312,85.29742431640625,86.27523803710938,88.08380126953125,89.21949768066406
0,mlp,down_proj,3,4,5.376950740814209,3.819786310195923,76.1962890625,89.9151382446289,51.6057243347168,51.6057243347168,55.39402770996094,63.753787994384766,69.54228973388672,71.97161102294922,73.79815673828125,74.74969482421875,76.79147338867188,78.21829986572266,81.72724914550781,83.65217590332031,84.72761535644531,86.97663116455078,87.47071075439453,88.84605407714844,89.9151382446289
0,mlp,gate_proj,0,1,5.52430534362793,3.8499791622161865,78.31266021728516,89.70886993408203,52.22792053222656,52.22792053222656,59.065162658691406,61.047462463378906,69.7207260131836,75.57695770263672,78.60482788085938,80.37297821044922,82.27072143554688,83.4243392944336,84.75598907470703,85.14106750488281,85.83628845214844,87.5015869140625,88.7825927734375,88.96509552001953,89.70886993408203
0,mlp,gate_proj,0,2,5.428531646728516,3.819995164871216,76.81089782714844,89.83033752441406,50.255096435546875,50.255096435546875,54.85789108276367,60.143898010253906,68.03581237792969,71.94375610351562,75.49180603027344,79.12690734863281,80.14701080322266,80.88795471191406,82.88668060302734,84.96527099609375,86.4429931640625,87.34363555908203,87.68588256835938,88.92943572998047,89.83033752441406
0,mlp,gate_proj,0,3,5.512881278991699,3.857099771499634,78.24931335449219,89.31751251220703,52.380836486816406,52.380836486816406,60.815460205078125,64.70038604736328,72.24949645996094,73.96221923828125,76.57396697998047,78.60115051269531,80.0215835571289,83.27718353271484,84.67798614501953,85.38949584960938,86.13432312011719,87.48358154296875,87.70252227783203,88.701416015625,89.31751251220703
0,mlp,gate_proj,0,4,5.433474540710449,3.829740285873413,76.97523498535156,89.68534851074219,50.57246398925781,50.57246398925781,55.717735290527344,63.22465515136719,68.47128295898438,73.09711456298828,76.16598510742188,78.39470672607422,79.86779022216797,80.47058868408203,83.02681732177734,84.89044189453125,86.0840072631836,86.4453353881836,87.60125732421875,87.88815307617188,89.68534851074219
0,mlp,gate_proj,1,2,5.519637107849121,3.8441717624664307,78.18091583251953,89.86688995361328,50.2770881652832,50.2770881652832,58.38440704345703,59.07404327392578,72.34981536865234,75.17948150634766,78.91301727294922,80.60294342041016,82.35509490966797,83.43569946289062,84.64088439941406,85.2856216430664,86.4563217163086,87.17361450195312,88.2169418334961,88.68278503417969,89.86688995361328
0,mlp,gate_proj,1,3,5.555950164794922,3.8706486225128174,78.92768859863281,89.86674499511719,54.2364387512207,54.2364387512207,60.8837890625,64.84337615966797,73.40686798095703,77.3751449584961,77.93518829345703,80.84761047363281,82.62992858886719,83.54721069335938,83.6456527709961,84.74364471435547,85.52613830566406,86.9311752319336,87.81449890136719,88.6095962524414,89.86674499511719
0,mlp,gate_proj,1,4,5.552186965942383,3.858927011489868,78.75069427490234,89.9737319946289,51.65032196044922,51.65032196044922,59.51885223388672,63.28120040893555,73.1599349975586,76.44139099121094,78.80549621582031,79.78062438964844,80.7064437866211,84.53270721435547,84.7529296875,85.59086608886719,86.08506774902344,87.8804702758789,88.6906509399414,89.16041564941406,89.9737319946289
0,mlp,gate_proj,2,3,5.528914451599121,3.8600761890411377,78.48037719726562,89.87661743164062,52.632225036621094,52.632225036621094,60.566864013671875,65.0950927734375,73.93363952636719,75.59278869628906,76.19466400146484,77.2682113647461,79.1386947631836,83.6878662109375,84.91455841064453,85.69882202148438,86.56285858154297,87.31910705566406,87.63695526123047,89.56707763671875,89.87661743164062
0,mlp,gate_proj,2,4,5.476528167724609,3.8290727138519287,77.47893524169922,89.92230224609375,48.97685623168945,48.97685623168945,55.50037384033203,58.38531494140625,69.94440460205078,76.36701202392578,78.42423248291016,80.04214477539062,81.14510345458984,82.43865966796875,84.35213470458984,85.27413940429688,85.70523071289062,86.72952270507812,87.65282440185547,88.80272674560547,89.92230224609375
0,mlp,gate_proj,3,4,5.51692008972168,3.8623149394989014,78.35018920898438,89.66607666015625,52.828399658203125,52.828399658203125,59.362979888916016,66.95496368408203,73.20197296142578,76.2061538696289,77.90953826904297,79.23571014404297,79.50820922851562,81.97791290283203,83.38314056396484,84.8042221069336,85.70940399169922,86.5875015258789,88.068359375,88.19844818115234,89.66607666015625
0,mlp,up_proj,0,1,5.416111469268799,3.817687511444092,76.64964294433594,89.93305969238281,53.81913757324219,53.81913757324219,54.65840148925781,58.82363510131836,64.48772430419922,72.02162170410156,75.6829605102539,77.88493347167969,79.42295837402344,80.57598876953125,84.3769302368164,84.98423767089844,86.01036071777344,86.54424285888672,87.4703598022461,89.6977310180664,89.93305969238281
0,mlp,up_proj,0,2,5.416674613952637,3.8206233978271484,76.6861572265625,89.82343292236328,52.08164596557617,52.08164596557617,56.8004150390625,60.316707611083984,64.04828643798828,70.80195617675781,77.0315933227539,78.33455657958984,79.2750473022461,81.70043182373047,83.09903717041016,85.16029357910156,85.6325912475586,86.20196533203125,87.58258056640625,89.0880355834961,89.82343292236328
0,mlp,up_proj,0,3,5.42373514175415,3.8256402015686035,76.83261108398438,89.8935546875,54.7031135559082,54.7031135559082,55.383174896240234,60.60095977783203,66.99214172363281,71.79671478271484,73.93193054199219,77.31442260742188,78.56295013427734,81.37287139892578,82.9513931274414,84.95230865478516,86.75747680664062,87.1585922241211,88.24524688720703,88.70491027832031,89.8935546875
0,mlp,up_proj,0,4,5.39094352722168,3.8170034885406494,76.33670043945312,89.94882202148438,51.74126434326172,51.74126434326172,55.57796096801758,63.47071838378906,64.77298736572266,69.33283233642578,73.32141876220703,77.76446533203125,79.90606689453125,81.85591125488281,82.97101593017578,83.74913024902344,84.48094940185547,85.6630630493164,87.60941314697266,89.22114562988281,89.94882202148438
0,mlp,up_proj,1,2,5.441446304321289,3.8306925296783447,77.09331512451172,89.4506607055664,52.4699821472168,52.4699821472168,56.718135833740234,62.535072326660156,65.09251403808594,71.66376495361328,77.11692810058594,78.98775482177734,80.5241928100586,81.74211120605469,84.1814956665039,84.4704360961914,85.73307037353516,87.3116226196289,87.34410858154297,88.15118408203125,89.4506607055664
0,mlp,up_proj,1,3,5.467477321624756,3.8443214893341064,77.5546875,88.96891784667969,54.487159729003906,54.487159729003906,56.467201232910156,62.098026275634766,68.35112762451172,75.14730834960938,77.2926254272461,80.18743896484375,81.10404968261719,82.09375,83.37837219238281,84.79437255859375,85.23271942138672,85.70569610595703,87.2363510131836,88.32998657226562,88.96891784667969
0,mlp,up_proj,1,4,5.421104431152344,3.837449550628662,76.91128540039062,89.1789779663086,52.17313003540039,52.17313003540039,56.84235382080078,64.75308227539062,68.7331771850586,73.71327209472656,76.10940551757812,77.28373718261719,80.68397521972656,81.64828491210938,82.649658203125,82.76582336425781,84.9372329711914,85.2518310546875,86.12279510498047,87.73389434814453,89.1789779663086
0,mlp,up_proj,2,3,5.429506301879883,3.8444578647613525,77.09725952148438,89.23544311523438,55.882938385009766,55.882938385009766,56.00399398803711,66.01167297363281,68.55191040039062,73.9366226196289,76.29434204101562,78.30867004394531,79.13199615478516,79.76824188232422,82.26313781738281,83.31475067138672,83.68079376220703,85.69306945800781,86.98641204833984,88.49214935302734,89.23544311523438
0,mlp,up_proj,2,4,5.443542957305908,3.836071729660034,77.16207885742188,89.64898681640625,51.56403732299805,51.56403732299805,54.4680061340332,65.24357604980469,69.60413360595703,71.67156219482422,78.58038330078125,80.06808471679688,80.66608428955078,81.64808654785156,82.16527557373047,84.02095031738281,84.53773498535156,85.52046966552734,87.08087158203125,88.10499572753906,89.64898681640625
0,mlp,up_proj,3,4,5.457265377044678,3.8401989936828613,77.37689971923828,89.86234283447266,50.83717727661133,50.83717727661133,56.17795944213867,68.01704406738281,70.3807373046875,71.1834487915039,76.29400634765625,78.25410461425781,80.1102523803711,82.23186492919922,82.92310333251953,83.20123291015625,85.26542663574219,86.18827819824219,87.88349151611328,89.21996307373047,89.86234283447266
0,self_attn,k_proj,0,1,5.158116340637207,3.7440218925476074,72.80695343017578,88.97887420654297,48.4621696472168,48.4621696472168,53.60392379760742,54.96077346801758,60.79005813598633,64.5915298461914,68.35786437988281,71.90784454345703,74.69290161132812,78.41260528564453,79.74862670898438,81.27897644042969,82.02159881591797,82.86209869384766,85.60962677001953,88.63177490234375,88.97887420654297
0,self_attn,k_proj,0,2,5.005155086517334,3.6851656436920166,70.4233169555664,88.68103790283203,45.70003128051758,45.70003128051758,50.317962646484375,51.69257354736328,54.327903747558594,64.50328826904297,65.41549682617188,70.1357192993164,72.16487884521484,73.55109405517578,76.18263244628906,78.5309066772461,79.90603637695312,83.18925476074219,84.70536804199219,87.76886749267578,88.68103790283203
0,self_attn,k_proj,0,3,5.011666297912598,3.671773672103882,70.30870056152344,89.18887329101562,41.896793365478516,41.896793365478516,46.53200149536133,49.99148941040039,59.62767791748047,61.351070404052734,66.87265014648438,69.28644561767578,69.86419677734375,74.6047134399414,76.37254333496094,79.33129119873047,82.53263092041016,84.5765609741211,86.0430679321289,86.86713409423828,89.18887329101562
